date,value
1990-01-01,18.11779011046873
1990-01-02,17.888298143025832
1990-01-03,18.066888644169563
1990-01-04,18.118174601436415
1990-01-05,18.484814289642433
1990-01-06,18.193563510248286
1990-01-07,18.275014749875037
1990-01-08,18.498410856330924
1990-01-09,18.27923473626481
1990-01-10,18.673755875737452
1990-01-11,18.090558683683994
1990-01-12,17.79902933474112
1990-01-13,17.202738614843202
1990-01-14,16.94518237417973
1990-01-15,16.891077954775547
1990-01-16,17.18210320643473
1990-01-17,17.12775158839884
1990-01-18,16.919370786788196
1990-01-19,16.37714280812356
1990-01-20,15.952180282230637
1990-01-21,16.060752364909792
1990-01-22,16.36926153132415
1990-01-23,16.222533850852415
1990-01-24,16.64638893384103
1990-01-25,16.313917844163328
1990-01-26,16.177228627582327
1990-01-27,16.070077674659093
1990-01-28,16.60537250056564
1990-01-29,16.652153194945974
1990-01-30,16.022701718705783
1990-01-31,16.35578072554644
1990-02-01,17.001855377366198
1990-02-02,16.914446124630725
1990-02-03,16.60046731086455
1990-02-04,16.90295740600409
1990-02-05,17.590450028855244
1990-02-06,17.887506142738765
1990-02-07,17.319453919026856
1990-02-08,17.5835925544072
1990-02-09,17.725065140129157
1990-02-10,17.390944526925427
1990-02-11,17.84203077300768
1990-02-12,17.995453675080384
1990-02-13,18.455689182478462
1990-02-14,18.084172529938606
1990-02-15,18.223744740466362
1990-02-16,17.910461577357943
1990-02-17,17.997145019829073
1990-02-18,18.514173927418284
1990-02-19,18.01492772134804
1990-02-20,17.53577731474866
1990-02-21,17.870193451536807
1990-02-22,17.8652504803115
1990-02-23,18.27519260946489
1990-02-24,17.9926429382279
1990-02-25,18.01055964570185
1990-02-26,18.251404732672192
1990-02-27,18.324974799186275
1990-02-28,17.698913234154496
1990-03-01,18.68682262383113
1990-03-02,18.76113619249701
1990-03-03,18.291990212559227
1990-03-04,18.401960174948314
1990-03-05,18.552160940152138
1990-03-06,18.900034191255823
1990-03-07,19.224534906626435
1990-03-08,19.149689315737653
1990-03-09,18.54696142471505
1990-03-10,18.70843848584642
1990-03-11,18.133592866831016
1990-03-12,18.55892847794597
1990-03-13,18.302463190015715
1990-03-14,18.52469930714514
1990-03-15,18.29504022299979
1990-03-16,18.12282774125666
